Date,USD,EUR,SEK,DKK,GBP,CHF,JPY,CAD,ISK,AUD
28.01.2020,9.1371,10.0639,94.83,134.71,11.9008,940.68,8.3762,6.9288,7.3264,6.1706
27.01.2020,9.0889,10.0298,94.95,134.22,11.8895,936.6,8.3342,6.8976,7.3009,6.1721
24.01.2020,8.9937,9.9385,94.27,133.01,11.8059,927.33,8.208,6.8482,7.2131,6.1568
23.01.2020,8.998,9.9779,94.65,133.54,11.826,929.18,8.2094,6.838,7.241,6.1813
22.01.2020,8.9954,9.972,94.48,133.45,11.744,925.49,8.1749,6.8788,7.2369,6.1525
21.01.2020,8.955,9.9327,93.96,132.9,11.6497,925.21,8.1427,6.8526,7.22,6.1411
20.01.2020,8.9038,9.8794,93.65,132.21,11.5552,919.81,8.0831,6.8146,7.1808,6.1233
17.01.2020,8.8879,9.9,93.72,132.5,11.6313,920.63,8.0664,6.8197,7.2245,6.1413
16.01.2020,8.8732,9.8914,93.71,132.37,11.569,919.87,8.0685,6.8029,7.2308,6.1254
15.01.2020,8.8831,9.8856,93.8,132.31,11.5687,918.48,8.0826,6.8024,7.2359,6.1264
14.01.2020,8.8902,9.9046,93.97,132.55,11.5339,916.06,8.0837,6.8042,7.2094,6.1396
13.01.2020,8.8811,9.8784,93.52,132.19,11.548,912.29,8.1012,6.8003,7.2116,6.1417
10.01.2020,8.8812,9.8689,93.59,132.07,11.605,912.18,8.1088,6.8033,7.1741,6.1113
09.01.2020,8.8696,9.8581,93.87,131.94,11.6324,909.8,8.1106,6.8036,7.1909,6.0983
08.01.2020,8.8494,9.8676,93.73,132,11.6408,911.62,8.1587,6.8133,7.1876,6.0902
07.01.2020,8.8028,9.8358,93.44,131.64,11.5715,907.36,8.127,6.7842,7.1643,6.0748
06.01.2020,8.8479,9.8796,93.81,132.18,11.5661,910.75,8.1842,6.8164,7.2163,6.1451
03.01.2020,8.8182,9.8357,93.65,131.63,11.5449,908.18,8.1694,6.8024,7.1742,6.1325
02.01.2020,8.7801,9.8442,94.12,131.76,11.6076,905.18,8.0713,6.7616,7.2476,6.1451
